imdb_title_id,genre,year
tt0000009,Romance,1894
tt0000574,Biography,1906
tt0000574,Crime,1906
tt0000574,Drama,1906
tt0001892,Drama,1911
tt0002101,Drama,1912
tt0002101,History,1912
tt0002130,Adventure,1911
tt0002130,Drama,1911
tt0002130,Fantasy,1911
tt0002199,Biography,1912
tt0002199,Drama,1912
tt0002423,Biography,1919
tt0002423,Drama,1919
tt0002423,Romance,1919
tt0002445,Drama,1913
tt0002445,History,1913
tt0002452,History,1912
tt0002452,War,1912
tt0002461,Drama,1912
tt0002646,Drama,1913
tt0002844,Crime,1913
tt0002844,Drama,1913
tt0003014,Drama,1913
tt0003037,Crime,1913
tt0003037,Drama,1913
tt0003102,Drama,1914
tt0003131,Drama,1914
tt0003131,War,1914
tt0003165,Crime,1913
tt0003165,Drama,1913
tt0003165,Mystery,1913
tt0003167,Drama,1914
tt0003419,Drama,1913
tt0003419,Fantasy,1913
tt0003419,Horror,1913
tt0003471,Crime,1913
tt0003471,Drama,1913
tt0003489,Adventure,1913
tt0003489,Drama,1913
tt0003637,Drama,1915
tt0003643,Crime,1914
tt0003643,Drama,1914
tt0003643,Horror,1914
tt0003657,Western,1914
tt0003740,Adventure,1914
tt0003740,Drama,1914
tt0003740,History,1914
tt0003772,Fantasy,1914
tt0003772,Drama,1914
tt0003883,Crime,1913
tt0003883,Drama,1913
tt0003930,Crime,1914
tt0003930,Drama,1914
tt0003973,Comedy,1914
tt0004026,Horror,1915
tt0004066,Drama,1914
tt0004066,Mystery,1914
tt0004099,Family,1914
tt0004099,Fantasy,1914
tt0004099,Adventure,1914
tt0004134,Drama,1915
tt0004150,Drama,1914
tt0004150,History,1914
tt0004181,Drama,1914
tt0004457,Adventure,1914
tt0004457,Family,1914
tt0004457,Fantasy,1914
tt0004465,Action,1914
tt0004465,Adventure,1914
tt0004465,Drama,1914
tt0004635,Action,1914
tt0004635,Drama,1914
tt0004635,Romance,1914
tt0004681,Drama,1914
tt0004707,Comedy,1914
tt0004712,Drama,1915
tt0004743,Drama,1914
tt0004766,Western,1914
tt0004825,Comedy,1914
tt0004825,Drama,1914
tt0004838,Drama,1914
tt0004838,Romance,1914
tt0004872,Crime,1915
tt0004872,Drama,1915
tt0004873,Adventure,1915
tt0004873,Family,1915
tt0004873,Fantasy,1915
tt0004972,Drama,1915
tt0004972,History,1915
tt0004972,War,1915
tt0005060,Drama,1915
tt0005078,Drama,1915
tt0005078,Romance,1915
tt0005149,Drama,1915
tt0005149,History,1915
tt0005149,War,1915
tt0005339,Drama,1915
tt0005402,Drama,1915
tt0005529,Crime,1916
tt0005529,Drama,1916
tt0005529,Horror,1916
tt0005557,Drama,1915
tt0005680,Adventure,1915
tt0005719,Drama,1915
tt0005719,History,1915
tt0005719,War,1915
tt0005809,Drama,1915
tt0005916,Drama,1915
tt0005951,Drama,1917
tt0005951,Fantasy,1917
tt0005951,Horror,1917
tt0005960,Biography,1915
tt0005960,Crime,1915
tt0005960,Drama,1915
tt0006206,Action,1915
tt0006206,Adventure,1915
tt0006206,Crime,1915
tt0006327,Comedy,1915
tt0006333,Action,1916
tt0006333,Adventure,1916
tt0006333,Sci-Fi,1916
tt0006509,Drama,1916
tt0006517,Drama,1915
tt0006589,Drama,1916
tt0006617,Comedy,1916
tt0006617,Crime,1916
tt0006617,Drama,1916
tt0006688,Adventure,1916
tt0006688,Comedy,1916
tt0006731,Crime,1916
tt0006731,Drama,1916
tt0006736,Romance,1916
tt0006736,Western,1916
tt0006745,Crime,1916
tt0006745,Drama,1916
tt0006745,Romance,1916
tt0006753,Western,1916
tt0006780,Romance,1916
tt0006780,Western,1916
tt0006809,Comedy,1916
tt0006826,Comedy,1916
tt0006826,Drama,1916
tt0006826,Romance,1916
tt0006864,Drama,1916
tt0006864,History,1916
tt0006886,Adventure,1916
tt0006886,Crime,1916
tt0007047,Comedy,1916
tt0007047,Romance,1916
tt0007183,Drama,1916
tt0007183,Fantasy,1916
tt0007183,Horror,1916
tt0007257,Action,1916
tt0007257,Comedy,1916
tt0007257,Drama,1916
tt0007260,Action,1916
tt0007260,Adventure,1916
tt0007260,Romance,1916
tt0007309,Comedy,1916
tt0007338,Mystery,1916
tt0007340,Drama,1916
tt0007361,Fantasy,1916
tt0007361,Romance,1916
tt0007367,Comedy,1916
tt0007367,Drama,1916
tt0007522,Drama,1916
tt0007558,Drama,1916
tt0007610,Drama,1917
tt0007610,Western,1917
tt0007755,Western,1917
tt0007801,Biography,1917
tt0007801,Drama,1917
tt0007801,History,1917
tt0007983,Horror,1917
tt0008011,Comedy,1917
tt0008100,Adventure,1918
tt0008100,Fantasy,1918
tt0008100,Sci-Fi,1918
tt0008150,Adventure,1916
tt0008150,Drama,1916
tt0008150,History,1916
tt0008188,Drama,1917
tt0008188,Romance,1917
tt0008188,War,1917
tt0008196,Drama,1917
tt0008279,Drama,1917
tt0008309,Adventure,1917
tt0008309,Comedy,1917
tt0008309,Western,1917
tt0008395,Biography,1918
tt0008395,Drama,1918
tt0008395,History,1918
tt0008443,Comedy,1917
tt0008443,Drama,1917
tt0008443,Family,1917
tt0008489,Adventure,1917
tt0008489,Crime,1917
tt0008489,Romance,1917
tt0008499,Comedy,1917
tt0008499,Drama,1917
tt0008519,Adventure,1917
tt0008519,Comedy,1917
tt0008519,Drama,1917
tt0008536,Drama,1917
tt0008634,Western,1917
tt0008652,Drama,1917
tt0008652,History,1917
tt0008652,Romance,1917
tt0008663,Drama,1917
tt0008663,War,1917
tt0008672,Comedy,1917
tt0008679,Comedy,1917
tt0008687,Adventure,1917
tt0008687,Comedy,1917
tt0008687,Drama,1917
tt0008710,Drama,1917
tt0008775,Comedy,1917
tt0008775,Western,1917
tt0008775,Romance,1917
tt0008827,Comedy,1918
tt0008827,Romance,1918
tt0008843,Drama,1919
tt0008854,Drama,1918
tt0008854,Horror,1918
tt0008879,Drama,1918
tt0008891,Family,1918
tt0008891,Fantasy,1918
tt0008930,Romance,1918
tt0008950,Drama,1918
tt0009014,Drama,1918
tt0009062,Comedy,1917
tt0009086,Drama,1918
tt0009086,Romance,1918
tt0009150,Drama,1918
tt0009150,War,1918
tt0009153,Western,1918
tt0009241,Comedy,1918
tt0009241,Romance,1918
tt0009326,Comedy,1918
tt0009326,Drama,1918
tt0009356,Drama,1918
tt0009369,Comedy,1918
tt0009369,Drama,1918
tt0009440,Drama,1918
tt0009475,Comedy,1918
tt0009475,Romance,1918
tt0009559,Drama,1919
tt0009559,Romance,1919
tt0009608,Drama,1918
tt0009611,Comedy,1918
tt0009611,War,1918
tt0009652,Drama,1918
tt0009682,Action,1918
tt0009682,Adventure,1918
tt0009701,Adventure,1918
tt0009701,Mystery,1918
tt0009737,Drama,1918
tt0009737,War,1918
tt0009796,Drama,1918
tt0009878,Crime,1919
tt0009878,Drama,1919
tt0009878,History,1919
tt0009892,Drama,1919
tt0009892,History,1919
tt0009892,Romance,1919
tt0009893,Comedy,1919
tt0009894,Action,1919
tt0009894,Crime,1919
tt0009900,Adventure,1919
tt0009900,Romance,1919
tt0009900,Western,1919
tt0009915,Drama,1919
tt0009915,Thriller,1919
tt0009915,War,1919
tt0009937,Drama,1919
tt0009937,Romance,1919
tt0009968,Drama,1919
tt0009968,Romance,1919
tt0009976,Drama,1919
tt0009976,Sport,1919
tt0010040,Comedy,1919
tt0010040,Drama,1919
tt0010060,Comedy,1919
tt0010060,Drama,1919
tt0010071,Comedy,1919
tt0010103,Drama,1919
tt0010137,Drama,1919
tt0010162,Comedy,1919
tt0010193,Drama,1919
tt0010195,Adventure,1919
tt0010195,Drama,1919
tt0010208,Drama,1919
tt0010219,Adventure,1919
tt0010219,Comedy,1919
tt0010219,Romance,1919
tt0010227,Drama,1919
tt0010227,Romance,1919
tt0010247,Drama,1919
tt0010247,History,1919
tt0010267,Comedy,1919
tt0010281,Comedy,1918
tt0010281,Romance,1918
tt0010298,Drama,1919
tt0010307,Drama,1919
tt0010307,Horror,1919
tt0010307,War,1919
tt0010323,Fantasy,1920
tt0010323,Horror,1920
tt0010323,Mystery,1920
tt0010418,Adventure,1919
tt0010418,Drama,1919
tt0010456,Comedy,1919
tt0010466,Drama,1919
tt0010484,Drama,1919
tt0010559,Drama,1919
tt0010559,History,1919
tt0010559,Horror,1919
tt0010598,Drama,1919
tt0010600,Comedy,1919
tt0010600,Fantasy,1919
tt0010635,Comedy,1919
tt0010635,Drama,1919
tt0010635,Sport,1919
tt0010662,Adventure,1919
tt0010662,Romance,1919
tt0010662,Western,1919
tt0010680,Drama,1919
tt0010680,Romance,1919
tt0010726,Adventure,1919
tt0010726,Western,1919
tt0010755,Drama,1919
tt0010755,Romance,1919
tt0010806,Comedy,1919
tt0010806,Drama,1919
tt0010806,Romance,1919
tt0010821,Fantasy,1919
tt0010821,Horror,1919
