tt0007522,0-18,
tt0007522,18-30,5.9
tt0007522,30-45,5.4
tt0007522,45+,6.3
tt0007558,0-18,2.0
tt0007558,18-30,5.9
tt0007558,30-45,5.8
tt0007558,45+,6.6
tt0007610,0-18,
tt0007610,18-30,6.1
tt0007610,30-45,6.0
tt0007610,45+,5.7
tt0007610,0-18,
tt0007610,18-30,6.1
tt0007610,30-45,6.0
tt0007610,45+,5.7
tt0007755,0-18,5.0
tt0007755,18-30,6.2
tt0007755,30-45,6.0
tt0007755,45+,5.9
tt0007801,0-18,
tt0007801,18-30,6.3
tt0007801,30-45,6.4
tt0007801,45+,6.9
tt0007801,0-18,
tt0007801,18-30,6.3
tt0007801,30-45,6.4
tt0007801,45+,6.9
tt0007801,0-18,
tt0007801,18-30,6.3
tt0007801,30-45,6.4
tt0007801,45+,6.9
tt0007983,0-18,
tt0007983,18-30,5.7
tt0007983,30-45,6.3
tt0007983,45+,6.4
tt0008011,0-18,
tt0008011,18-30,5.1
tt0008011,30-45,6.1
tt0008011,45+,6.3
tt0008100,0-18,4.0
tt0008100,18-30,6.3
tt0008100,30-45,6.5
tt0008100,45+,6.8
tt0008100,0-18,4.0
tt0008100,18-30,6.3
tt0008100,30-45,6.5
tt0008100,45+,6.8
tt0008100,0-18,4.0
tt0008100,18-30,6.3
tt0008100,30-45,6.5
tt0008100,45+,6.8
tt0008150,0-18,7.0
tt0008150,18-30,6.3
tt0008150,30-45,6.3
tt0008150,45+,6.6
tt0008150,0-18,7.0
tt0008150,18-30,6.3
tt0008150,30-45,6.3
tt0008150,45+,6.6
tt0008150,0-18,7.0
tt0008150,18-30,6.3
tt0008150,30-45,6.3
tt0008150,45+,6.6
tt0008188,0-18,6.0
tt0008188,18-30,4.6
tt0008188,30-45,6.1
tt0008188,45+,6.3
tt0008188,0-18,6.0
tt0008188,18-30,4.6
tt0008188,30-45,6.1
tt0008188,45+,6.3
tt0008188,0-18,6.0
tt0008188,18-30,4.6
tt0008188,30-45,6.1
tt0008188,45+,6.3
tt0008196,0-18,7.0
tt0008196,18-30,5.3
tt0008196,30-45,5.9
tt0008196,45+,5.9
tt0008279,0-18,
tt0008279,18-30,5.7
tt0008279,30-45,6.2
tt0008279,45+,7.0
tt0008309,0-18,
tt0008309,18-30,7.1
tt0008309,30-45,6.7
tt0008309,45+,6.8
tt0008309,0-18,
tt0008309,18-30,7.1
tt0008309,30-45,6.7
tt0008309,45+,6.8
tt0008309,0-18,
tt0008309,18-30,7.1
tt0008309,30-45,6.7
tt0008309,45+,6.8
tt0008395,0-18,
tt0008395,18-30,7.0
tt0008395,30-45,7.0
tt0008395,45+,7.2
tt0008395,0-18,
tt0008395,18-30,7.0
tt0008395,30-45,7.0
tt0008395,45+,7.2
tt0008395,0-18,
tt0008395,18-30,7.0
tt0008395,30-45,7.0
tt0008395,45+,7.2
tt0008443,0-18,5.0
tt0008443,18-30,6.6
tt0008443,30-45,6.6
tt0008443,45+,6.7
tt0008443,0-18,5.0
tt0008443,18-30,6.6
tt0008443,30-45,6.6
tt0008443,45+,6.7
tt0008443,0-18,5.0
tt0008443,18-30,6.6
tt0008443,30-45,6.6
tt0008443,45+,6.7
tt0008489,0-18,
tt0008489,18-30,5.9
tt0008489,30-45,5.9
tt0008489,45+,6.9
tt0008489,0-18,
tt0008489,18-30,5.9
tt0008489,30-45,5.9
tt0008489,45+,6.9
tt0008489,0-18,
tt0008489,18-30,5.9
tt0008489,30-45,5.9
tt0008489,45+,6.9
tt0008499,0-18,
tt0008499,18-30,5.6
tt0008499,30-45,6.3
tt0008499,45+,5.9
tt0008499,0-18,
tt0008499,18-30,5.6
tt0008499,30-45,6.3
tt0008499,45+,5.9
tt0008519,0-18,6.0
tt0008519,18-30,5.4
tt0008519,30-45,6.1
tt0008519,45+,5.7
tt0008519,0-18,6.0
tt0008519,18-30,5.4
tt0008519,30-45,6.1
tt0008519,45+,5.7
tt0008519,0-18,6.0
tt0008519,18-30,5.4
tt0008519,30-45,6.1
tt0008519,45+,5.7
tt0008536,0-18,
tt0008536,18-30,7.0
tt0008536,30-45,7.1
tt0008536,45+,6.7
tt0008634,0-18,6.0
tt0008634,18-30,6.4
tt0008634,30-45,6.2
tt0008634,45+,6.4
tt0008652,0-18,
tt0008652,18-30,5.9
tt0008652,30-45,5.9
tt0008652,45+,6.2
tt0008652,0-18,
tt0008652,18-30,5.9
tt0008652,30-45,5.9
tt0008652,45+,6.2
tt0008652,0-18,
tt0008652,18-30,5.9
tt0008652,30-45,5.9
tt0008652,45+,6.2
tt0008663,0-18,7.0
tt0008663,18-30,7.4
tt0008663,30-45,7.4
tt0008663,45+,7.3
tt0008663,0-18,7.0
tt0008663,18-30,7.4
tt0008663,30-45,7.4
tt0008663,45+,7.3
tt0008672,0-18,
tt0008672,18-30,5.1
tt0008672,30-45,5.6
tt0008672,45+,6.8
tt0008679,0-18,
tt0008679,18-30,4.8
tt0008679,30-45,4.9
tt0008679,45+,4.6
tt0008687,0-18,
tt0008687,18-30,5.0
tt0008687,30-45,6.1
tt0008687,45+,6.5
tt0008687,0-18,
tt0008687,18-30,5.0
tt0008687,30-45,6.1
tt0008687,45+,6.5
tt0008687,0-18,
tt0008687,18-30,5.0
tt0008687,30-45,6.1
tt0008687,45+,6.5
tt0008710,0-18,
tt0008710,18-30,6.7
tt0008710,30-45,6.2
tt0008710,45+,7.1
tt0008775,0-18,6.0
tt0008775,18-30,6.1
tt0008775,30-45,6.3
tt0008775,45+,6.8
tt0008775,0-18,6.0
tt0008775,18-30,6.1
tt0008775,30-45,6.3
tt0008775,45+,6.8
tt0008775,0-18,6.0
tt0008775,18-30,6.1
tt0008775,30-45,6.3
tt0008775,45+,6.8
tt0008827,0-18,
tt0008827,18-30,5.5
tt0008827,30-45,5.9
tt0008827,45+,5.8
tt0008827,0-18,
tt0008827,18-30,5.5
tt0008827,30-45,5.9
tt0008827,45+,5.8
tt0008843,0-18,
tt0008843,18-30,6.0
tt0008843,30-45,5.7
tt0008843,45+,5.9
tt0008854,0-18,
tt0008854,18-30,5.0
tt0008854,30-45,5.5
tt0008854,45+,5.6
tt0008854,0-18,
tt0008854,18-30,5.0
tt0008854,30-45,5.5
tt0008854,45+,5.6
tt0008879,0-18,5.5
tt0008879,18-30,7.2
tt0008879,30-45,7.2
tt0008879,45+,7.3
tt0008891,0-18,
tt0008891,18-30,6.6
tt0008891,30-45,6.9
tt0008891,45+,7.1
tt0008891,0-18,
tt0008891,18-30,6.6
tt0008891,30-45,6.9
tt0008891,45+,7.1
tt0008930,0-18,
tt0008930,18-30,5.6
tt0008930,30-45,5.5
tt0008930,45+,6.2
tt0008950,0-18,
tt0008950,18-30,6.0
tt0008950,30-45,5.8
tt0008950,45+,6.3
tt0009014,0-18,
tt0009014,18-30,6.4
tt0009014,30-45,6.1
tt0009014,45+,5.7
tt0009062,0-18,
tt0009062,18-30,6.4
tt0009062,30-45,5.9
tt0009062,45+,6.4
tt0009086,0-18,
tt0009086,18-30,4.2
tt0009086,30-45,5.2
tt0009086,45+,5.9
tt0009086,0-18,
tt0009086,18-30,4.2
tt0009086,30-45,5.2
tt0009086,45+,5.9
tt0009150,0-18,4.0
tt0009150,18-30,6.6
tt0009150,30-45,6.3
tt0009150,45+,6.4
tt0009150,0-18,4.0
tt0009150,18-30,6.6
tt0009150,30-45,6.3
tt0009150,45+,6.4
tt0009153,0-18,
tt0009153,18-30,6.1
tt0009153,30-45,5.9
tt0009153,45+,6.7
tt0009241,0-18,
tt0009241,18-30,4.1
tt0009241,30-45,5.4
tt0009241,45+,5.3
tt0009241,0-18,
tt0009241,18-30,4.1
tt0009241,30-45,5.4
tt0009241,45+,5.3
tt0009326,0-18,
tt0009326,18-30,6.0
tt0009326,30-45,6.1
tt0009326,45+,7.0
tt0009326,0-18,
tt0009326,18-30,6.0
tt0009326,30-45,6.1
tt0009326,45+,7.0
tt0009356,0-18,
tt0009356,18-30,4.1
tt0009356,30-45,4.9
tt0009356,45+,5.5
tt0009369,0-18,
tt0009369,18-30,5.6
tt0009369,30-45,5.9
tt0009369,45+,5.8
tt0009369,0-18,
tt0009369,18-30,5.6
tt0009369,30-45,5.9
tt0009369,45+,5.8
tt0009440,0-18,5.0
tt0009440,18-30,5.8
tt0009440,30-45,6.4
tt0009440,45+,6.7
tt0009475,0-18,
tt0009475,18-30,3.0
tt0009475,30-45,4.4
tt0009475,45+,5.1
tt0009475,0-18,
tt0009475,18-30,3.0
tt0009475,30-45,4.4
tt0009475,45+,5.1
tt0009559,0-18,7.0
tt0009559,18-30,5.7
tt0009559,30-45,6.2
tt0009559,45+,5.9
tt0009559,0-18,7.0
tt0009559,18-30,5.7
tt0009559,30-45,6.2
tt0009559,45+,5.9
tt0009608,0-18,
tt0009608,18-30,4.0
tt0009608,30-45,5.7
tt0009608,45+,4.9
tt0009611,0-18,5.0
tt0009611,18-30,7.3
tt0009611,30-45,7.3
tt0009611,45+,7.3
tt0009611,0-18,5.0
tt0009611,18-30,7.3
tt0009611,30-45,7.3
tt0009611,45+,7.3
tt0009652,0-18,4.0
tt0009652,18-30,6.5
tt0009652,30-45,6.7
tt0009652,45+,6.5
tt0009682,0-18,
tt0009682,18-30,4.9
tt0009682,30-45,5.4
tt0009682,45+,6.2
tt0009682,0-18,
tt0009682,18-30,4.9
tt0009682,30-45,5.4
tt0009682,45+,6.2
tt0009701,0-18,
tt0009701,18-30,6.9
tt0009701,30-45,7.3
tt0009701,45+,6.6
tt0009701,0-18,
tt0009701,18-30,6.9
tt0009701,30-45,7.3
tt0009701,45+,6.6
tt0009737,0-18,
